,Cash,Position,pnl,g_sl,g_tp,close,amount,multiplier,no_trades,no_wins
451,-4.86,0.0,-104.86,88.65,111.98,102.27,93.32,1.07,1.0,0.0
452,-4.86,0.0,-104.86,88.65,111.98,104.44,93.32,1.07,1.0,0.0
453,-4.86,0.0,-104.86,88.65,111.98,104.37,93.32,1.07,1.0,0.0
454,-4.86,0.0,-104.86,88.65,111.98,103.41,93.32,1.07,1.0,0.0
455,-4.86,0.0,-104.86,88.65,111.98,104.14,93.32,1.07,1.0,0.0
456,-4.86,0.0,-104.86,88.65,111.98,103.9,93.32,1.07,1.0,0.0
457,-4.86,0.0,-104.86,88.65,111.98,100.54,93.32,1.07,1.0,0.0
458,-4.86,0.0,-104.86,88.65,111.98,102.0,93.32,1.07,1.0,0.0
459,-4.86,0.0,-104.86,88.65,111.98,101.97,93.32,1.07,1.0,0.0
460,-4.86,0.0,-104.86,88.65,111.98,101.73,93.32,1.07,1.0,0.0
461,-4.86,0.0,-104.86,88.65,111.98,101.7,93.32,1.07,1.0,0.0
462,-4.86,0.0,-104.86,88.65,111.98,101.82,93.32,1.07,1.0,0.0
463,-4.86,0.0,-104.86,88.65,111.98,102.32,93.32,1.07,1.0,0.0
464,-4.86,0.0,-104.86,88.65,111.98,102.5,93.32,1.07,1.0,0.0
465,-4.86,0.0,-104.86,88.65,111.98,104.24,93.32,1.07,1.0,0.0
466,-4.86,0.0,-104.86,88.65,111.98,104.16,93.32,1.07,1.0,0.0
467,-4.86,0.0,-104.86,88.65,111.98,104.75,93.32,1.07,1.0,0.0
468,-4.86,0.0,-104.86,88.65,111.98,104.08,93.32,1.07,1.0,0.0
469,-4.86,0.0,-104.86,88.65,111.98,104.96,93.32,1.07,1.0,0.0
470,-4.86,0.0,-104.86,88.65,111.98,106.38,93.32,1.07,1.0,0.0
471,-4.86,0.0,-104.86,88.65,111.98,105.78,93.32,1.07,1.0,0.0
472,-4.86,0.0,-104.86,88.65,111.98,105.21,93.32,1.07,1.0,0.0
473,-4.86,0.0,-104.86,88.65,111.98,107.22,93.32,1.07,1.0,0.0
474,-4.86,0.0,-104.86,88.65,111.98,107.04,93.32,1.07,1.0,0.0
475,-4.86,0.0,-104.86,88.65,111.98,106.65,93.32,1.07,1.0,0.0
476,-4.86,0.0,-104.86,88.65,111.98,106.5,93.32,1.07,1.0,0.0
477,-4.86,0.0,-104.86,88.65,111.98,106.74,93.32,1.07,1.0,0.0
478,-4.86,0.0,-104.86,88.65,111.98,106.22,93.32,1.07,1.0,0.0
479,-4.86,0.0,-104.86,88.65,111.98,106.84,93.32,1.07,1.0,0.0
480,-4.86,0.0,-104.86,88.65,111.98,107.14,93.32,1.07,1.0,0.0
481,-4.86,0.0,-104.86,88.65,111.98,107.71,93.32,1.07,1.0,0.0
482,-4.86,0.0,-104.86,88.65,111.98,107.66,93.32,1.07,1.0,0.0
483,-4.86,0.0,-104.86,88.65,111.98,107.76,93.32,1.07,1.0,0.0
484,-4.86,0.0,-104.86,88.65,111.98,107.41,93.32,1.07,1.0,0.0
485,-4.86,0.0,-104.86,88.65,111.98,106.74,93.32,1.07,1.0,0.0
486,-4.86,0.0,-104.86,88.65,111.98,107.5,93.32,1.07,1.0,0.0
487,-4.86,0.0,-104.86,88.65,111.98,107.28,93.32,1.07,1.0,0.0
488,-4.86,0.0,-104.86,88.65,111.98,107.38,93.32,1.07,1.0,0.0
489,-4.86,0.0,-104.86,88.65,111.98,108.5,93.32,1.07,1.0,0.0
490,-4.86,0.0,-104.86,88.65,111.98,108.31,93.32,1.07,1.0,0.0
491,-4.86,0.0,-104.86,88.65,111.98,108.23,93.32,1.07,1.0,0.0
492,-4.86,0.0,-104.86,88.65,111.98,109.14,93.32,1.07,1.0,0.0
493,-4.86,0.0,-104.86,88.65,111.98,108.98,93.32,1.07,1.0,0.0
494,-4.86,0.0,-104.86,88.65,111.98,108.2,93.32,1.07,1.0,0.0
495,-4.86,0.0,-104.86,88.65,111.98,109.19,93.32,1.07,1.0,0.0
496,-4.86,0.0,-104.86,88.65,111.98,108.59,93.32,1.07,1.0,0.0
497,-4.86,0.0,-104.86,88.65,111.98,108.95,93.32,1.07,1.0,0.0
